name,screen_name,location,url,followers_count,friends_count,statuses_count,created_at,bySheet,keywords,display_url,listed_count,favourites_count,expanded_url,location,description
Luis A. Gutiérrez,luissabbagh,,,510,462,2279,Tue Apr 24 16:11:16 +0000 2012,House of Representatives,"Gutierrez, Luis",,5,2681,,,"Líder, Emprendedor, busco un municipio mejor para mi familia y la de los demás."
Douglas Rivlin,douglasrivlin,"Washington, DC",http://t.co/IKbv78m8TW,2890,3041,9271,Fri Apr 02 16:25:35 +0000 2010,House of Representatives,"Gutierrez, Luis",,182,1403,,"Washington, DC",Director of Communication for @RepGutierrez - U.S. Rep. Luis V. Gutierrez (D-IL-04).  Opinions my own.
Luis Gutierrez,LuisGutierrez09,"Trumann, Arkansas",,793,2177,3624,Wed Apr 27 21:14:39 +0000 2011,House of Representatives,"Gutierrez, Luis",,0,746,,"Trumann, Arkansas",daddy to the most beautiful baby girl in the world😬
Luis Gutierrez,LuisGutierrezIL,,https://t.co/cwuJOdgP3e,53,103,5,Mon Nov 09 16:42:34 +0000 2015,House of Representatives,"Gutierrez, Luis",,0,1,,,"Official campaign account, follow my journey as I work tirelessly to represent the people of Chicago & lead the fight for comprehensive immigration reform."
Luis Gutierrez,LGutierrezGomez,,,763,369,6383,Mon Apr 05 15:25:20 +0000 2010,House of Representatives,"Gutierrez, Luis",,3,5,,,Vit la vie
Luis Mas Gutiérrez,LMasGutierrez,"Móstoles, España",,694,72,142,Wed Jul 20 16:29:58 +0000 2011,House of Representatives,"Gutierrez, Luis",,23,281,,"Móstoles, España",
Luis Gutiérrez R.,Luis_GutierrezR,"Cartagena de Indias, Colombia",,960,721,5925,Fri Feb 04 23:53:44 +0000 2011,House of Representatives,"Gutierrez, Luis",,4,632,,"Cartagena de Indias, Colombia","Médico ⚕️
Siempre confiando en Dios 🙏🏻"
Mike Quigley,RepMikeQuigley,"Chicago, IL; Washington, DC",http://t.co/wINsdAOzI8,32846,2190,9481,Wed Jul 15 00:10:43 +0000 2009,House of Representatives,"Quigley, Mike",,1472,237,,"Chicago, IL; Washington, DC","#IL05 Congressman, House Appropriator, member of Intel Committee, amateur hockey player & hopeful Cubs fan http://t.co/zL9fkzy188  http://t.co/FMe57EKfsC"
Mike Quigley,MikeQuigley,"San Francisco, CA",https://t.co/P2FlMokjy2,1616,720,648,Wed Feb 11 02:04:57 +0000 2009,House of Representatives,"Quigley, Mike",,44,382,,"San Francisco, CA","Current = Niantic. Past = Google, Disney, EA, Jambool, INSP. School = UW, Cal/Haas. I am NOT the politician. I AM an entertainment junkie & diehard Seahawks fan"
Quigley for Congress,QuigleyCampaign,Illinois' 5th District,http://t.co/Ntu4yDmfuK,1292,227,528,Fri Aug 22 20:03:47 +0000 2008,House of Representatives,"Quigley, Mike",,73,123,,Illinois' 5th District,Official campaign account of Congressman Mike Quigley.
Mike Quigley,Mike__Quigley,"Minneapolis, MN",,415,510,5255,Mon Aug 10 01:02:40 +0000 2009,House of Representatives,"Quigley, Mike",,12,1943,,"Minneapolis, MN",I bring it.
Mike Quigley™,StumptheQuigley,Illinois,,365,330,482,Wed May 25 19:30:54 +0000 2011,House of Representatives,"Quigley, Mike",,1,275,,Illinois,
Michael Quigley,quigley_mike,"Philadelphia, PA",,19,166,15,Mon Nov 30 19:42:44 +0000 2009,House of Representatives,"Quigley, Mike",,1,0,,"Philadelphia, PA",proud father and husband. dedicated tumor immunologist. views are my own.
Mike Quigley,Mike_Quigley,Chicago,,78,2,1,Wed Feb 11 22:14:28 +0000 2009,House of Representatives,"Quigley, Mike",,5,0,,Chicago,Follow the campaign @QuigleyCampaign
M,quigley41_mike,Wi,,136,244,1237,Thu Oct 04 14:59:58 +0000 2012,House of Representatives,"Quigley, Mike",,1,137,,Wi,
Kieran Quigley MISCP,kieranquigley2,Monaghan ,https://t.co/vF1mrY1aAX,472,1166,1178,Mon Mar 14 17:37:04 +0000 2011,House of Representatives,"Quigley, Mike",,7,2141,,Monaghan ,MSc Sports Physiotherapy. BSc Physiotherapy. Mike Boyle Certified Functional Strength Coach! Physiotherapist at https://t.co/vF1mrY1aAX
Mike Quigley,Mikedq,Ludlow and London,https://t.co/NVIN71MdTg,527,107,2815,Thu Feb 19 23:04:14 +0000 2009,House of Representatives,"Quigley, Mike",,15,211,,Ludlow and London,"Sports investor, ex-betfair bookmaking consultant, tennis player. Blogged free profitable betting advice (21+% ROI) for six years: https://t.co/jkehc7sSiM"
Mike quigley,MikekQuigley,working,,737,636,3379,Wed Aug 07 07:05:56 +0000 2013,House of Representatives,"Quigley, Mike",,1,22503,,working,sc q.mike
Mike Q,quigley117,,,265,278,2918,Fri Oct 05 10:17:46 +0000 2012,House of Representatives,"Quigley, Mike",,1,2032,,,Sc mquigley22
mike quigley,MikeKushQuigley,philly,,1,10,46,Sat Apr 02 18:47:50 +0000 2011,House of Representatives,"Quigley, Mike",,0,0,,philly,
Mike Quigley,MikeQuigley8,,,49,113,13,Sun Oct 06 21:52:22 +0000 2013,House of Representatives,"Quigley, Mike",,0,13,,,
Michael Quigley Jr.,QuigleyMike,Dallas,https://t.co/z7nTtZMcj4,33,93,48,Sun Oct 16 12:33:38 +0000 2011,House of Representatives,"Quigley, Mike",,0,67,,Dallas,
Chester Ritchie,QuigleyMike_V50,,,0,7,0,Wed Aug 21 17:50:57 +0000 2013,House of Representatives,"Quigley, Mike",,0,0,,,
Mike Quigley,QuigleyMold,"Taunton, MA",,11,42,4,Sat Oct 22 19:59:20 +0000 2016,House of Representatives,"Quigley, Mike",,0,0,,"Taunton, MA",Owner of Quigley Mold Remediation Contractors. Specializing in mold remediation for real estate transactions.
Mike Quigley,quigsmp983,,,228,322,289,Tue Jul 23 04:32:24 +0000 2013,House of Representatives,"Quigley, Mike",,0,698,,,SJP '17
mike quigley,mquigs3,iowa,,217,515,1052,Sun Jun 07 04:37:13 +0000 2009,House of Representatives,"Quigley, Mike",,0,522,,iowa,"Teacher, coach, fan"
Michael Quigley,MikeQuigley1000,Brussels,,27,755,0,Tue Mar 16 11:21:40 +0000 2010,House of Representatives,"Quigley, Mike",,2,0,,Brussels,
Rep. Danny K. Davis,RepDannyDavis,"Chicago, IL",http://t.co/VbCPNOUYF0,8364,348,1128,Wed Aug 29 12:31:09 +0000 2012,House of Representatives,"Davis, Danny K.",,435,71,,"Chicago, IL","US House Representative for Illinois' 7th Congressional District.
Serving on the Committee on Ways and Means.
Following/retweeting does not equal endorsement."
Danny K Davis,DannyKDavis,Cook County,http://t.co/5QfkVBjqVm,1044,155,3,Sun Jul 05 16:14:54 +0000 2009,House of Representatives,"Davis, Danny K.",,130,0,,Cook County,I am the 7th Congressional Districts Congressman running for Cook County Board President
Danny K. Davis,DavisForChicago,"Chicago, Illinois",http://t.co/PMpfqUtNih,123,438,7,Sun Dec 05 22:13:38 +0000 2010,House of Representatives,"Davis, Danny K.",,7,0,,"Chicago, Illinois",Welcome to the official Twitter of Danny K. Davis for Mayor of Chicago.
Danny K. Davis,davisformayor,City of Chicago,http://t.co/cqvXeoIX4m,39,0,1,Fri Dec 10 00:52:43 +0000 2010,House of Representatives,"Davis, Danny K.",,1,0,,City of Chicago,U. S. Congressman
Rep. Danny K. Davis,repdannykdavis,,,16,24,0,Wed May 25 13:51:14 +0000 2016,House of Representatives,"Davis, Danny K.",,0,0,,,
Raja Krishnamoorthi,CongressmanRaja,"Schaumburg, IL",https://t.co/zHGbk8wDWc,8124,1313,1702,Wed Dec 28 18:39:42 +0000 2016,House of Representatives,"Krishnamoorthi, Raja",,230,788,,"Schaumburg, IL","Official Twitter account of Congressman   Raja Krishnamoorthi, representing Illinois' 8th Congressional District."
Raja Krishnamoorthi,RajaKrishnamoo8,,,5,52,0,Wed Oct 04 13:01:14 +0000 2017,House of Representatives,"Krishnamoorthi, Raja",,0,0,,,
Raja Krishnamoorthi,raja87585772,Chennai ,,4,61,1,Wed Apr 09 00:38:58 +0000 2014,House of Representatives,"Krishnamoorthi, Raja",,1,1,,Chennai ,
Raja Krishnamoorthi,TeamRaja,,,0,0,0,Tue Jun 21 21:08:33 +0000 2011,House of Representatives,"Krishnamoorthi, Raja",,2,0,,,
Jan Schakowsky,janschakowsky,"Chicago, IL",http://t.co/qdNbWpz49j,34159,1270,5748,Fri Mar 13 16:03:17 +0000 2009,House of Representatives,"Schakowsky, Jan",,1524,240,,"Chicago, IL","Official Twitter account for Rep. Jan Schakowsky, Illinois 9th Congressional District"
Jan Schakowsky,RepSchakowsky,"Evanston, IL or Washington, DC",http://t.co/iDFdHKC0VV,1598,42,1303,Wed Oct 28 19:48:06 +0000 2009,House of Representatives,"Schakowsky, Jan",,180,103,,"Evanston, IL or Washington, DC",Twitter Account for Schakowsky for Congress.  Staff-managed.
Poor Jan Schakowsky,PoorPoorJan,,,2,8,36,Fri Jul 25 15:37:02 +0000 2014,House of Representatives,"Schakowsky, Jan",,1,1,,,
Bradley L. Schneider,bradschneider1,"Henderson, Ky.",https://t.co/LHbjnbdW6P,890,424,3031,Thu Jan 22 19:27:24 +0000 2009,House of Representatives,"Schneider, Bradley",,14,720,,"Henderson, Ky.","Henderson County Judge/Executive, husband, father, son, friend, champion of doing what is right to the best of my knowledge."
Bradley Schneider,HelloIAmBradley,Ain't no tellin,,1054,639,32666,Tue Apr 17 03:54:44 +0000 2012,House of Representatives,"Schneider, Bradley",,3,13620,,Ain't no tellin,| Adversity introduces a man to himself | #Elyria
Bradley Schneider,bradschneider7,Lockport ,,684,454,9866,Fri May 06 20:25:18 +0000 2011,House of Representatives,"Schneider, Bradley",,1,14862,,Lockport ,New Paltz Volleyball. Follower of God. Mathematics Major. Economics Minor. Future Actuary.
Brad Schneider,BradleyBassFace,"Pittsburgh, PA",,288,729,714,Sun Jun 21 02:11:49 +0000 2009,House of Representatives,"Schneider, Bradley",,6,71,,"Pittsburgh, PA","Rain comes down like it always does, this time i've got seeds on ground.     @BRFband -bass guitar."
Bradley Schneider,Brad_UMich,,,14,97,2,Sat Oct 19 03:13:26 +0000 2013,House of Representatives,"Schneider, Bradley",,0,16,,,
Bradley Schneider,fyzixxx71,"Fort Worth, TX",,1,3,1,Sun Mar 02 07:15:01 +0000 2014,House of Representatives,"Schneider, Bradley",,0,0,,"Fort Worth, TX",
Bradley Schneider,BS_Photography,,,2,13,11,Fri May 29 09:26:39 +0000 2015,House of Representatives,"Schneider, Bradley",,1,13,,,
Bradley Schneider,bradleyschn410,Japan,,1,16,5,Sat Apr 12 01:08:03 +0000 2014,House of Representatives,"Schneider, Bradley",,0,0,,Japan,
Bradley Schneider,schneibley1,,,9,11,17,Mon Aug 04 03:40:17 +0000 2014,House of Representatives,"Schneider, Bradley",,0,15,,,
Bradley schneider,oglockish,,,6,4,38,Thu Jan 14 15:27:19 +0000 2016,House of Representatives,"Schneider, Bradley",,2,1,,,
Bradley Schneider,bjshawk,,,27,214,4,Wed Mar 14 15:30:02 +0000 2012,House of Representatives,"Schneider, Bradley",,0,57,,,
Bradley Schneider,1241wusd,,,1,1,0,Sat Sep 13 00:54:39 +0000 2014,House of Representatives,"Schneider, Bradley",,0,0,,,
Bradley Schneider,BradleySchneide,,,26,67,6,Sat Jul 21 02:26:58 +0000 2012,House of Representatives,"Schneider, Bradley",,0,2,,,
Bradley Schneider,BradleylikeTG,,,20,49,89,Mon Nov 02 21:12:36 +0000 2015,House of Representatives,"Schneider, Bradley",,0,154,,,leaker for gta online
Bradley Schneider,Bradley_s21,,,7,7,13,Sat Jul 31 06:12:12 +0000 2010,House of Representatives,"Schneider, Bradley",,0,1,,,
bradley schneider,dominater561,,,1,0,1,Wed Jun 16 01:53:05 +0000 2010,House of Representatives,"Schneider, Bradley",,1,0,,,
Bradley schneider,Bradleyschnei12,,,0,0,0,Mon Apr 10 21:35:19 +0000 2017,House of Representatives,"Schneider, Bradley",,0,0,,,
Bradley Schneider,bradleygs13,,,1,25,0,Mon Apr 10 20:23:07 +0000 2017,House of Representatives,"Schneider, Bradley",,0,0,,,
Bradley Schneider,TGFan21,,,2,14,2,Mon Jul 04 03:09:21 +0000 2016,House of Representatives,"Schneider, Bradley",,0,3,,,
Bradley schneider,Hikefan4,,,3,20,3,Wed Jul 20 20:48:21 +0000 2016,House of Representatives,"Schneider, Bradley",,0,0,,,
Rep. Mike Bost,RepBost,IL-12 Congressional District ,https://t.co/4tXoH7NdiQ,5019,1542,1142,Tue Jan 06 19:55:08 +0000 2015,House of Representatives,"Bost, Mike",,333,117,,IL-12 Congressional District ,"Member of Congress proudly representing IL-12. Serving on @transport, @HouseAgNews, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr"
Mike Bost,RepMikeBost,"Murphysboro, IL",http://t.co/3fjqB2a1C0,915,29,39,Wed Apr 03 15:54:29 +0000 2013,House of Representatives,"Bost, Mike",,64,0,,"Murphysboro, IL","Illinois State Representative, 115th House District"
Mike Graham,BostMikeGraham,"Blacksburg, VA",https://t.co/CyqTtEoUL7,235,697,301,Thu May 19 21:41:52 +0000 2016,House of Representatives,"Bost, Mike",,2,46,,"Blacksburg, VA","PhD student @virginia_tech, @IGC_VT. Use satellites to study #tillage, improve #ag #biogeochem in climate models. Bostonian. @IowaStateU alum. Geography nerd."
Mike Bost,BostForCongress,Illinois' 12th District,http://t.co/eoUyqb3Z4k,813,862,445,Wed Jan 08 17:28:40 +0000 2014,House of Representatives,"Bost, Mike",,47,1,,Illinois' 12th District,Passionate leadership for Southern Illinois
Mike Bost,MikeBost_,,,477,291,6450,Wed Jul 18 02:34:52 +0000 2012,House of Representatives,"Bost, Mike",,0,2431,,,Monmouth University
Mike Bost,realMikeBost,"Murphysboro, IL",,14,244,7,Sun Nov 12 23:21:39 +0000 2017,House of Representatives,"Bost, Mike",,0,0,,"Murphysboro, IL","Member of Congress proudly representing IL-12. Serving on @transport, @HouseAgNews, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr"
Michael Bost,Mike_Bost12,"Hope Mills, NC USA",http://t.co/et5tUZoXh1,633,1487,5947,Wed Jan 20 20:20:20 +0000 2010,House of Representatives,"Bost, Mike",,5,34,,"Hope Mills, NC USA",Transforming the world... 1 tweet at a time!!!
Indivisible I-57,indivisible_i57,Southern Illinois,https://t.co/pF5zzzOAwo,388,112,352,Thu Jan 19 20:00:02 +0000 2017,House of Representatives,"Bost, Mike",,24,196,,Southern Illinois,Part of the resistance against Trump's agenda in Illinois 12th CD (Mike Bost's district). Read the guide: https://t.co/iScO9u8LBZ. Join us on Facebook!
UNITY: Mike Bost,BostTrump16,Illinois 12th,https://t.co/IUG9aWi7ue,73,746,487,Tue Jun 28 07:04:34 +0000 2016,House of Representatives,"Bost, Mike",,5,104,,Illinois 12th,Unofficial Unity Campaign - Vote  Mike Bost for the Illinois 12th and Donald Trump for POTUS in 2016!
WhereisMikeBost?,WhereisMikeBost,,,109,59,578,Sun Feb 05 22:08:41 +0000 2017,House of Representatives,"Bost, Mike",,0,262,,,Have you seen Mike? We are his constituents and we haven't! So if you see him? Tag him! #whereisMikeBost or email the info and pics to whereismikebost@gmail.com
Mike Bost,bost_mike,,,7,34,0,Thu May 23 23:59:18 +0000 2013,House of Representatives,"Bost, Mike",,0,3,,,
Mike Giles,BostOfficeSpace,"Boston, MA",http://t.co/43BsM9Vhv0,1257,2981,1429,Thu Jul 22 19:40:54 +0000 2010,House of Representatives,"Bost, Mike",,90,1263,,"Boston, MA","Commercial Real Estate Expertise/Resources, Specifically for companies that Lease Office Space or Buy property to house their business operations. Since 1986"
mike,BostMike,,,3,16,8,Mon Jun 18 03:10:07 +0000 2012,House of Representatives,"Bost, Mike",,0,0,,,so pretty
Mike Pessin,handy_mike_bost,"Massachusetts, USA",,7,13,11,Fri Oct 30 11:47:20 +0000 2015,House of Representatives,"Bost, Mike",,0,6,,"Massachusetts, USA",
Mike Bost,Bosttrain,right by da beach,https://t.co/CfFq9Wc4rB,94,366,937,Tue Feb 01 05:23:58 +0000 2011,House of Representatives,"Bost, Mike",,3,1392,,right by da beach,Carolina's trillest MC
Mike Bost,repbost_,,,341,2,2,Wed May 13 15:26:07 +0000 2009,House of Representatives,"Bost, Mike",,48,0,,,
Mike,MikeTheBostMan,,,0,0,0,Wed Oct 03 13:56:06 +0000 2012,House of Representatives,"Bost, Mike",,0,0,,,
Mike Bost,MikeBost5,,,1,0,0,Fri Apr 14 05:24:14 +0000 2017,House of Representatives,"Bost, Mike",,0,0,,,
Mike Bost ,bost_jim,,,0,0,0,Thu Aug 14 19:06:35 +0000 2014,House of Representatives,"Bost, Mike",,0,0,,,
Mike Bost,MikeBost7,,,1,22,1,Mon Jun 05 22:15:27 +0000 2017,House of Representatives,"Bost, Mike",,0,0,,,
US Rep Rodney Davis,RodneyDavis,"Taylorville, IL",http://t.co/foaAG4Df,14478,557,4444,Thu Dec 06 14:20:04 +0000 2012,House of Representatives,"Davis, Rodney",,699,147,,"Taylorville, IL",Proudly representing the 13th Congressional District of Illinois.
Rodney C. Davis,rodneycdavis,St. Maarten,https://t.co/4d1s8OYJuU,886,777,4606,Sat Apr 09 13:02:47 +0000 2011,House of Representatives,"Davis, Rodney",,43,85,,St. Maarten,"School social worker; family-man, writer, blogger; wannabe salsero and photography/photography/wood-work/audio speaker enthusiast"
Rodney W. Davis,RodneyWDavis,"Gainesville, GA",,1284,1969,3126,Mon Nov 09 22:43:01 +0000 2009,House of Representatives,"Davis, Rodney",,11,480,,"Gainesville, GA","Dreamer, Writer, Believer, Sales Person, Sales Trainer, Speaker, Joker, Friend, Husband, Father. I am far more than I once was."
Rachel Voorhees,FitSommRachel,"Bay Area, CA ",http://t.co/zZA6bhMmm6,6842,4165,32642,Sat Apr 24 05:27:43 +0000 2010,House of Representatives,"Davis, Rodney",,401,1047,,"Bay Area, CA ",Court of Masters Certified #Sommelier~Director of Wine Education for Rodney Strong Vineyards & Davis Bynum Wines~Passionate about Food+Wine Pairing
Rodney T. Davis,RodneyDavis10,Milwaukee Wisconsin,,703,1084,2290,Fri Nov 18 16:50:33 +0000 2011,House of Representatives,"Davis, Rodney",,3,465,,Milwaukee Wisconsin,"Singer, Music minister and Bank Manager.  Married to my lovely wife Tiffany. I love music!"
Rodney Davis,RealRodneyDavis,"Dallas, Republic of Texas",https://t.co/NXaIvuVOP8,871,2222,1211,Wed Apr 29 11:44:13 +0000 2009,House of Representatives,"Davis, Rodney",,9,23,,"Dallas, Republic of Texas","Texas Based Sports Producer, Photographer, Vlogger, HD Video and Digital Sound Lab... IG:photomotherlode"
Devin Davis,DevVontrell,,,1385,1294,4302,Fri Dec 20 05:32:34 +0000 2013,House of Representatives,"Davis, Rodney",,5,7347,,,|Baseball|Tampa Bay Rays Organization|R.I.P. Rodney Davis|3•11•16❤️
Rodney Davis,ElectRodney,,https://t.co/a7JfUwBRuH,2492,264,1012,Sun May 20 21:07:52 +0000 2012,House of Representatives,"Davis, Rodney",,109,99,,,Congressman for the 13th District of Illinois
Rodney Davis,RodneyDavisLaw,"Birmingham, AL",https://t.co/PfMngfMnAD,41,234,23,Sat Aug 12 02:05:20 +0000 2017,House of Representatives,"Davis, Rodney",,0,1,,"Birmingham, AL","Rodney Davis is an attorney in Birmingham, Alabama. His areas of practice include family law, estate planning, and probate matters."
Rodney Davis,_rdavis11,,,480,320,6637,Sat Apr 30 21:00:55 +0000 2011,House of Representatives,"Davis, Rodney",,2,1688,,,"God resists the proud, but rewards the humble. New Orleans|Pineville #OTB"
Bill,jedi197129,,,1445,1364,7675,Sat Sep 01 17:04:14 +0000 2012,House of Representatives,"Davis, Rodney",,25,9856,,,Former navy STG sn served on the the USS Rodney M Davis FFG 60 and proud of serving on her.  Support all US Military
rodney davis,Roddav,,https://t.co/VOh7vGBlz2,727,1231,992,Fri Aug 21 02:29:12 +0000 2009,House of Representatives,"Davis, Rodney",,6,155,,,"Pastor Rodney Davis, Author of When New Life Begins, Bringing Forth The Dreamer In You, and Dreaming the Dream, Playwright of When It Rains,"
FlatRodney Davis,FlatRodneyDavis,"Illinois, USA",https://t.co/q6W2XUfGrO,417,6,278,Wed Feb 01 18:36:18 +0000 2017,House of Representatives,"Davis, Rodney",,10,419,,"Illinois, USA","I represent #IL13, kinda. I don't like town halls, but I like sending incorrect form letters and ducking out side doors. Coming in flat form to you soon!"
R.L.D🎲♎️,Rodney_Davis31,"Slidell, LA ➡️ lafayette, LA",https://t.co/NKqlfb03ej,834,475,12328,Wed Nov 27 23:43:11 +0000 2013,House of Representatives,"Davis, Rodney",,3,6263,,"Slidell, LA ➡️ lafayette, LA",UL 21' 🤘🏾🌶DREAMVILLE💫 rodneydavis132@gmail.com
Rodney Davis,RodneyRayDavis,"Charlotte,NC",,95,1756,17,Wed Feb 25 12:00:45 +0000 2009,House of Representatives,"Davis, Rodney",,1,1,,"Charlotte,NC",
Rodney Davis,rodneypd401,"Providence, RI USA",,243,316,105,Wed Jun 17 15:04:42 +0000 2009,House of Representatives,"Davis, Rodney",,2,32,,"Providence, RI USA",
Rodney Davis,aldavisrodmoe,United States,,411,863,488,Mon Apr 09 20:11:51 +0000 2012,House of Representatives,"Davis, Rodney",,4,315,,United States,Sales/Real Estate Investor/Mariner Finance
Rodney Davis,RodneyDavis24,,,69,103,13,Thu Feb 21 20:35:35 +0000 2013,House of Representatives,"Davis, Rodney",,0,22,,,
rodney davis,rdavisatBBB,"West Palm Beach, FL",http://t.co/MGGwQWF4vN,52,37,88,Fri May 09 14:15:07 +0000 2014,House of Representatives,"Davis, Rodney",,0,3,,"West Palm Beach, FL",Seeking and sharing good ideas that work in the marketplace every day
Rodney Davis,DavisRodney4343,,,2,0,0,Wed Sep 03 00:58:25 +0000 2014,House of Representatives,"Davis, Rodney",,0,0,,,
Rep. Randy Hultgren,RepHultgren,,http://t.co/RxXWsFX5aP,15752,1881,4617,Thu Jan 13 18:03:42 +0000 2011,House of Representatives,"Hultgren, Randy",,920,708,,,Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee
Randy Hultgren,RandyHultgren,"Saint Charles, Illinois",http://t.co/AGMiYFnt2V,1704,436,393,Tue Sep 29 19:00:28 +0000 2009,House of Representatives,"Hultgren, Randy",,188,1,,"Saint Charles, Illinois",Fighting for lower taxes and responsible spending. Randy Hultgren for Congress in Illinois' 14th Congressional District.
Randy's Conscience,NotRepHultgren,,,3,23,1,Thu Jun 29 20:13:41 +0000 2017,House of Representatives,"Hultgren, Randy",,0,0,,,
Fake Randy Hultgren,FakeHultgren,,,3,0,0,Wed May 05 16:59:45 +0000 2010,House of Representatives,"Hultgren, Randy",,1,0,,,
Randy Hultgren's Conscience,AmeSociopathe,His lateral frontal pole prefrontal cortex. Not,,5,23,5,Fri Nov 17 03:48:36 +0000 2017,House of Representatives,"Hultgren, Randy",,0,2,,His lateral frontal pole prefrontal cortex. Not,"Claimed as a dependent by Rep.  Randy Hultgren (R,  IL-14) but I was thrown out long ago. My taxes have just gone up."
randy hultgren,hultgrenrandy,,,1,60,0,Tue Jan 15 14:13:10 +0000 2013,House of Representatives,"Hultgren, Randy",,0,0,,,
John Shimkus,RepShimkus,"Illinois, USA",https://t.co/mFzyexaRq4,25580,1116,10022,Fri Jul 25 17:01:16 +0000 2008,House of Representatives,"Shimkus, John",,1370,181,,"Illinois, USA",I represent the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment Subcommittee.
John Shimkus,JohnMShimkus,,https://t.co/x5lYB7kBw7,534,213,39,Mon Dec 07 22:08:01 +0000 2015,House of Representatives,"Shimkus, John",,12,7,,,Congressman for the 15th District of Illinois
John Shimkus,john_shimkus1,,,20,5,4,Mon Dec 05 22:57:14 +0000 2016,House of Representatives,"Shimkus, John",,0,0,,,Environmental committee chair (house)
John Shimkus,shimkus_john,"Albion, MI",,0,2,1,Fri Feb 24 21:55:53 +0000 2017,House of Representatives,"Shimkus, John",,0,5,,"Albion, MI",Single dad doing his best with a foot on my head holding me just above water
John Paul Shimkus,Tiny_Shimkus,,,25,12,3,Mon Jan 25 01:22:25 +0000 2016,House of Representatives,"Shimkus, John",,0,0,,,
Unseat John Shimkus,UnseatShimkus,,https://t.co/JouHMFkaOR,15,11,12,Sat May 06 13:21:05 +0000 2017,House of Representatives,"Shimkus, John",,0,5,,,"The Twitter account of the Unseat Congressman Shimkus movement. Over here we focus on memes, but for more sophisticated content you may enjoy our Facebook page."
John Aden Shimkus,MFergod,"Eagle Point, OR",https://t.co/OcZDkPfOH8,2681,558,19979,Fri Jun 06 13:50:28 +0000 2014,House of Representatives,"Shimkus, John",,81,563583,,"Eagle Point, OR","🇺🇸🇱🇹🇲🇽 Confucius say... Stick your dick in wind, get stung by bee! 🐝-JS 97524"
john david shimkus19,ShimkusJr,,,5,20,2,Sat Apr 30 01:05:19 +0000 2016,House of Representatives,"Shimkus, John",,0,0,,,
John Shimkus,jcmarine255,"Levittown, PA",,3,67,3,Wed Feb 01 22:18:00 +0000 2017,House of Representatives,"Shimkus, John",,0,21,,"Levittown, PA","Hi it jc and I'm a person new to Twitter and watches famous YouTube like ssundee,mr.crainer and more"
JohnShimkus,realJohnShimkus,Lack of Reality,,0,0,0,Sun Jun 18 14:58:11 +0000 2017,House of Representatives,"Shimkus, John",,0,0,,Lack of Reality,I'm not the real John Shimkus but I pretend I am just like I pretend to serve Illinois District 15.  I like to quote bible versus & refuse to hold town halls.
Karen Davis,john_shimkus,,,58,1727,2,Tue Oct 27 01:20:22 +0000 2015,House of Representatives,"Shimkus, John",,0,0,,,Hello: My login is Dana9 on https://t.co/iAz2SJXD7h
John Shimkus,RepShamkus,"Illinois, USA",,1,3,9,Fri Aug 11 18:29:27 +0000 2017,House of Representatives,"Shimkus, John",,0,0,,"Illinois, USA",Unofficial parody account for representative of the 15th Congressional District of Illinois and Chair the @HouseCommerce Environment Subcommittee.
john shimkus jr,johnshimkusjr,,,0,0,0,Fri Feb 15 06:11:03 +0000 2013,House of Representatives,"Shimkus, John",,0,0,,,
john  shimkus,johnshimkus1,,,0,2,4,Thu Mar 07 19:30:25 +0000 2013,House of Representatives,"Shimkus, John",,0,0,,,
John Shimkus,jshimkus1234,,,13,7,2,Sun Mar 03 18:41:25 +0000 2013,House of Representatives,"Shimkus, John",,0,0,,,
John Shimkus,braceguy1010,,,12,36,6,Thu Feb 06 13:51:57 +0000 2014,House of Representatives,"Shimkus, John",,0,0,,,
john shimkus,braceguy10,,,1,13,1,Wed Oct 13 22:00:44 +0000 2010,House of Representatives,"Shimkus, John",,0,1,,,
John Shimkus,antiterrorman,"Connecticut, USA",,7,102,1097,Mon Feb 06 12:40:21 +0000 2017,House of Representatives,"Shimkus, John",,1,555,,"Connecticut, USA",News Weather History Health Politics General News Music Classic Rock Pop Business & Finance shooting sports
John Shimkus,shimmy4christ,,,1,2,1,Mon Mar 09 04:29:12 +0000 2009,House of Representatives,"Shimkus, John",,0,0,,,
john shimkus,jshimkus68,,,0,7,0,Mon Nov 28 19:04:27 +0000 2011,House of Representatives,"Shimkus, John",,0,0,,,
Adam Kinzinger,RepKinzinger,"Channahon, IL",https://t.co/PtfXmjEYoB,35937,1040,6802,Wed Nov 24 21:04:11 +0000 2010,House of Representatives,"Kinzinger, Adam",,1288,1434,,"Channahon, IL",I represent Illinois' 16th District. It's an honor to serve in Congress on @HouseCommerce and @HouseForeign - and to serve as a pilot in the Air National Guard.
Adam Kinzinger,AdamKinzinger,"Channahon, IL",https://t.co/cPAwWFsA6I,5556,640,1742,Tue Dec 09 22:09:35 +0000 2008,House of Representatives,"Kinzinger, Adam",,276,134,,"Channahon, IL",Major in the @USAirforce & currently serving in the @GoAirGuard. Proudly serving Illinois 16th Congressional District.
